#{"t_start": 1746446064.5345047, "env_id": null}
r,l,t
2309.824879,1428,4360.025476
3120.531615,1428,4371.303019
1132.90199,1428,4382.53559
2297.222261,1428,4393.699803
3214.688049,1428,4404.993553
2300.02487,1428,4416.27403
2373.500887,1428,4427.465302
2718.309703,1428,4438.614808
627.92433,1428,4449.910901
2194.406624,1428,4461.142826
1517.854908,1428,4472.260538
1300.546772,1428,4483.471651
2693.654389,1428,4494.692285
260.583404,1428,4505.882235
3167.315169,1428,4517.19529
2258.574877,1428,4528.332855
225.83833,1428,4539.467496
2496.63576,1428,4550.623176
1253.834373,1428,4561.922024
2181.506853,1428,4573.089429
1005.285386,1428,4584.193485
3363.695897,1428,4595.33261
2321.293669,1428,4606.48852
3327.758164,1428,4617.653239
27.917361,1428,4628.787499
1657.699573,1428,4639.807022
1826.918507,1428,4650.991106
1328.430265,1428,4662.192396
3963.773699,1428,4673.196393
1682.248598,1428,4684.270958
131.077048,1428,4695.31829
2326.034384,1428,4706.396922
4129.108998,1428,4717.496353
3277.4512,1428,4728.651636
2617.487256,1428,4739.835387
2071.833393,1428,4751.07193
2710.554788,1428,4762.231523
845.363326,1428,4773.276177
1105.777683,1428,4784.418922
2932.848583,1428,4795.54889
2226.080881,1428,4806.664419
829.51322,1428,4817.787792
1446.938205,1428,4828.890489
1153.801776,1428,4840.028878
1375.677664,1428,4851.778797
2284.486322,1428,4863.526624
1252.450373,1428,4875.212232
2712.710489,1428,4886.879965
-53.526252,1428,4898.59585
3371.509597,1428,4910.317081
2984.805931,1428,4921.882323
428.060584,1428,4933.549711
1022.638418,1428,4945.239269
2952.736939,1428,4956.93887
-139.250955,1428,4968.666172
56.837727,1428,4980.360302
3759.754049,1428,4992.086353
2091.151185,1428,5003.916367
567.609249,1428,5015.711111
2827.580566,1428,5027.359445
879.221516,1428,5039.115538
221.337552,1428,5050.776701
2751.511349,1428,5062.545913
3234.373276,1428,5074.221638
620.319072,1428,5085.920288
2290.609281,1428,5097.722122
2861.024816,1428,5109.384059
281.336586,1428,5121.147721
2430.017798,1428,5132.840616
2364.2592,1428,5144.551408
2380.908401,1428,5156.407169
1595.014281,1428,5168.049498
2026.713702,1428,5179.601941
2882.694727,1428,5191.12852
1639.228924,1428,5202.730617
2750.90179,1428,5214.390781
1636.013287,1428,5225.959134
651.207695,1428,5237.462077
1295.811391,1428,5248.970804
-109.711951,1428,5260.462296
1935.029136,1428,5272.010576
2224.967896,1428,5283.651029
689.607954,1428,5295.122323
3192.923939,1428,5306.671187
2013.96669,1428,5318.215099
812.353544,1428,5329.764435
62.005874,1428,5341.339319
3001.048724,1428,5352.809821
920.533494,1428,5364.30578
3574.100499,1428,5375.856073
609.53281,1428,5387.337748
637.111114,1428,5398.814788
1652.127643,1428,5410.3105
2746.661651,1428,5421.916134
2480.04478,1428,5433.478218
1965.923888,1428,5444.940916
1607.830887,1428,5456.399688
2034.445584,1428,5467.925673
3005.838246,1428,5479.452662
343.431196,1428,5490.990337
3668.276161,1428,5502.513522
96.53046,1428,5514.222284
2932.855102,1428,5525.818416
2443.049445,1428,5537.436569
202.288124,1428,5549.040201
1687.645932,1428,5560.662652
3070.841546,1428,5572.286514
1064.707245,1428,5583.890654
4307.122393,1428,5595.548557
1533.092868,1428,5607.179722
2807.448338,1428,5618.846731
2578.88618,1428,5630.541246
1976.001646,1428,5642.179741
1950.244173,1428,5653.829702
2103.238738,1428,5665.500521
1932.322693,1428,5677.171107
2100.600346,1428,5688.703106
1002.026281,1428,5700.285167
2912.817419,1428,5711.872077
3608.872454,1428,5723.520703
2691.79108,1428,5735.163663
2842.461909,1428,5746.828664
2495.540031,1428,5758.478406
1073.986927,1428,5770.117449
3064.813096,1428,5781.765888
3230.06456,1428,5793.32479
3042.767025,1428,5805.023066
1174.861064,1428,5816.743046
2151.214931,1428,5828.456786
2912.23412,1428,5840.040022
3571.229693,1428,5851.674648
2522.894184,1428,5863.193067
2853.704534,1428,5874.93332
3307.645394,1428,5886.608014
2967.557189,1428,5898.246845
869.378796,1428,5909.943731
2305.760303,1428,5921.640129
3063.035366,1428,5933.33244
2784.944799,1428,5944.924051
3765.223034,1428,5956.540893
2872.286342,1428,5968.217039
3819.349639,1428,5980.023539
3952.383507,1428,5991.579936
1723.244925,1428,6003.278622
2521.014444,1428,6014.895303
2079.425665,1428,6026.47856
3114.166305,1428,6038.088576
3347.762938,1428,6049.756795
2165.540308,1428,6061.415509
3000.07987,1428,6073.089599
4099.851555,1428,6084.796757
3049.397938,1428,6096.431574
2555.363429,1428,6108.001309
660.793568,1428,6119.643123
2449.136709,1428,6131.124412
3273.412242,1428,6142.73418
2894.414533,1428,6154.256963
2407.749665,1428,6165.730876
3416.292988,1428,6177.332432
2998.818869,1428,6188.824122
1532.016374,1428,6200.296679
5481.077917,1428,6211.791226
2997.935103,1428,6223.300658
786.607551,1428,6234.812364
3016.54258,1428,6246.37763
3019.869931,1428,6257.91562
3559.557687,1428,6269.434529
2779.577877,1428,6280.984214
3510.175992,1428,6292.566824
1976.245045,1428,6304.18184
4040.755413,1428,6315.709613
1497.053714,1428,6327.856985
1034.070701,1428,6339.891157
2712.333799,1428,6352.022333
1654.334398,1428,6364.152192
3376.15404,1428,6376.34415
2348.830488,1428,6388.435941
2885.102848,1428,6400.525227
3897.45313,1428,6412.649882
3582.961722,1428,6424.64118
2549.947692,1428,6436.814905
3756.529597,1428,6448.84565
1672.969042,1428,6460.956194
1752.914629,1428,6473.07126
2261.654988,1428,6485.214219
1278.444205,1428,6497.241544
1545.964168,1428,6509.175123
2355.177353,1428,6521.278438
2329.446355,1428,6533.371506
1036.339331,1428,6545.410506
4046.912112,1428,6557.572798
1633.517883,1428,6569.542519
2381.16307,1428,6581.563925
3670.967466,1428,6593.735479
2623.183401,1428,6605.864697
3450.816364,1428,6617.878191
3322.057065,1428,6629.935699
1959.58749,1428,6642.10138
2425.902683,1428,6654.192378
3354.288994,1428,6666.326539
3208.179147,1428,6678.424235
459.82092,1428,6690.511579
2496.363902,1428,6702.649135
1833.385464,1428,6714.869583
1479.422525,1428,6726.889336
2672.567337,1428,6738.934448
2898.753012,1428,6751.06402
3586.914798,1428,6763.089854
1772.946992,1428,6775.070725
2196.152641,1428,6787.048549
4059.269351,1428,6799.085609
3915.422535,1428,6811.292656
4020.64581,1428,6823.287411
3130.30955,1428,6835.256378
3346.088429,1428,6847.364754
1380.068457,1428,6859.480637
1225.221039,1428,6871.573298
3027.164129,1428,6883.661617
2209.732697,1428,6895.734938
3495.493955,1428,6907.844803
2758.366975,1428,6919.835128
1890.148283,1428,6931.933536
3855.193041,1428,6943.991166
1428.83661,1428,6955.615369
3933.262912,1428,6967.236462
3422.943622,1428,6978.824676
3853.742662,1428,6990.480865
3457.814889,1428,7001.870098
2469.85704,1428,7013.449137
3028.960642,1428,7025.100241
2949.654665,1428,7036.54691
3156.102221,1428,7048.134906
2657.313996,1428,7059.774295
2162.499081,1428,7071.493663
4854.287956,1428,7083.202075
5606.811514,1428,7094.854016
3094.120227,1428,7106.532496
3284.28422,1428,7118.302128
2809.338041,1428,7130.071807
3840.165473,1428,7141.936858
2359.530382,1428,7153.810282
3233.991627,1428,7165.632183
2892.588055,1428,7177.521204
4377.940485,1428,7189.258049
3665.792301,1428,7201.236647
1064.272789,1428,7212.998157
2924.31,1428,7224.95981
3424.091005,1428,7236.777008
2272.117229,1428,7248.576995
2523.158365,1428,7260.29888
2934.325123,1428,7272.193276
3562.817154,1428,7284.032678
2428.177433,1428,7295.866809
2960.823113,1428,7307.721233
3529.631662,1428,7319.518298
3449.622216,1428,7331.446267
2421.258758,1428,7343.13676
2144.811584,1428,7354.922174
2411.779757,1428,7366.725205
3932.980011,1428,7378.586293
3788.665011,1428,7390.277729
1686.805423,1428,7402.019738
3152.921554,1428,7413.728628
3747.483003,1428,7425.661437
2893.791318,1428,7437.480209
2707.801843,1428,7449.733314
3821.785566,1428,7462.025506
3746.029794,1428,7474.328969
6197.155319,1428,7486.748878
1822.544063,1428,7498.991757
1647.780132,1428,7511.198525
2070.72627,1428,7523.373394
2377.505998,1428,7535.673561
2011.484398,1428,7547.925613
2158.268033,1428,7560.138928
3309.512011,1428,7572.360569
2649.667924,1428,7584.556606
3877.269008,1428,7596.744109
2967.719382,1428,7608.97458
3285.262219,1428,7621.164827
2669.588162,1428,7633.01299
2047.350973,1428,7644.853254
3774.524427,1428,7656.646716
4943.386145,1428,7668.39596
3667.50796,1428,7680.174192
2110.581269,1428,7692.031451
3341.280984,1428,7703.954483
2661.582273,1428,7715.844237
2728.927329,1428,7727.652935
3632.636587,1428,7739.504367
4509.736654,1428,7751.286907
3106.199311,1428,7763.116691
3997.146692,1428,7774.907287
3483.766767,1428,7786.697798
1663.13368,1428,7798.702587
2104.331609,1428,7810.450122
1020.230707,1428,7822.209192
2530.898446,1428,7833.932362
4037.54872,1428,7845.794911
2764.479454,1428,7857.609995
2000.714334,1428,7869.415706
2430.983695,1428,7881.208203
3427.035575,1428,7893.021793
2275.50444,1428,7904.848538
4656.739773,1428,7916.632849
3524.321592,1428,7928.387391
3262.228845,1428,7940.24765
2790.878624,1428,7952.17504
3484.882313,1428,7963.932824
3354.777224,1428,7975.72825
3853.311567,1428,7987.479162
2829.457381,1428,7999.233824
3978.523375,1428,8010.972847
3152.764743,1428,8022.76634
2314.169377,1428,8034.634077
4182.759809,1428,8046.40788
3372.134737,1428,8058.220252
3075.203735,1428,8069.970434
2085.946332,1428,8081.807539
1546.431955,1428,8093.721645
3102.163941,1428,8105.59722
2957.875303,1428,8117.461874
3549.2729,1428,8129.324558
-790.911135,1428,8141.092877
2871.430589,1428,8152.946615
1011.777427,1428,8164.795548
1735.912086,1428,8176.467907
3994.544752,1428,8188.305403
2925.6235,1428,8199.996856
3418.969409,1428,8211.798442
1775.232388,1428,8223.534435
1943.093428,1428,8235.299024
2286.498795,1428,8247.121995
3313.464143,1428,8258.941419
3243.455616,1428,8270.701365
3457.573154,1428,8282.537864
3738.069932,1428,8294.370461
3641.492966,1428,8306.173751
3430.744205,1428,8317.949153
3008.13698,1428,8329.789756
3367.754156,1428,8341.592703
2400.019647,1428,8353.436812
4360.61232,1428,8365.251766
2372.490059,1428,8377.062843
3497.385968,1428,8388.877907
1231.234662,1428,8400.56268
3599.335555,1428,8412.322927
1013.112104,1428,8424.165501
3485.483956,1428,8436.036334
3630.120188,1428,8447.712843
3748.834725,1428,8459.447136
1710.784847,1428,8471.170648
2596.146742,1428,8482.969439
3477.299568,1428,8494.781324
3160.979901,1428,8506.530327
4869.130721,1428,8518.375564
2300.869295,1428,8530.102121
1917.555995,1428,8541.88814
2004.718303,1428,8553.524627
502.057005,1428,8565.27696
2586.623855,1428,8577.051124
3702.536262,1428,8588.678531
2811.831806,1428,8600.360873
1307.092173,1428,8612.048903
3806.724969,1428,8623.786265
2011.553794,1428,8635.549641
4467.989213,1428,8647.27241
3765.623503,1428,8658.856533
1704.598971,1428,8670.647801
4305.399645,1428,8682.3158
2350.705053,1428,8693.972484
716.910075,1428,8705.701478
4139.820784,1428,8717.427176
3464.124502,1428,8729.114194
2898.715722,1428,8740.642938
3324.372969,1428,8752.356758
2362.542817,1428,8764.120053
1919.992151,1428,8775.853191
3116.201325,1428,8787.586475
2591.781257,1428,8799.245888
3043.930206,1428,8810.961475
2897.438984,1428,8822.663452
4806.557389,1428,8834.395842
1218.479362,1428,8846.068813
2358.421507,1428,8857.760569
3043.765241,1428,8869.429962
2078.344325,1428,8881.140783
2978.420439,1428,8892.940308
3567.928897,1428,8904.659248
3852.479229,1428,8916.378941
3379.071769,1428,8928.192703
2389.755466,1428,8939.89322
3245.273392,1428,8951.75539
3364.408333,1428,8963.577727
2651.000882,1428,8975.310868
2552.194072,1428,8987.05646
3926.328422,1428,8998.83502
2536.390961,1428,9010.539547
1969.701827,1428,9022.299951
2419.306138,1428,9034.112322
2815.540139,1428,9045.861136
2225.477424,1428,9057.669449
3731.52287,1428,9069.472244
848.155557,1428,9081.134718
4539.791862,1428,9092.844011
4056.085827,1428,9104.509143
1895.394485,1428,9116.126483
3208.344813,1428,9127.847545
3790.127106,1428,9139.586542
3417.572439,1428,9151.32378
1847.452281,1428,9163.073685
2949.310045,1428,9174.74513
2183.031981,1428,9186.627892
4053.476401,1428,9198.308283
3608.85815,1428,9210.079894
1961.814732,1428,9221.746048
4425.703343,1428,9233.464656
4808.849762,1428,9245.207911
3542.832218,1428,9256.979228
2888.326253,1428,9268.699966
2697.492212,1428,9280.53372
2899.93168,1428,9292.212857
3334.839289,1428,9303.927053
2553.823959,1428,9315.656823
3426.928759,1428,9327.41884
1654.4815,1428,9339.21849
3299.333475,1428,9350.961336
1638.610385,1428,9362.690615
561.546485,1428,9374.435229
4098.53667,1428,9386.125152
3700.064619,1428,9397.856917
3298.582745,1428,9409.612856
2785.860574,1428,9421.392935
3675.528478,1428,9433.161029
3056.796594,1428,9444.905386
3375.096892,1428,9456.576339
3734.199936,1428,9468.363966
3336.205498,1428,9480.000283
2082.263939,1428,9491.81907
3936.418445,1428,9503.626223
3774.132971,1428,9515.334621
3272.226937,1428,9527.141124
2546.364172,1428,9538.894516
1871.199718,1428,9550.6535
-120.000176,1428,9562.373655
1809.053236,1428,9574.05878
3052.944,1428,9585.827672
-1025.313824,1428,9597.548516
2520.240001,1428,9609.377709
2563.063067,1428,9621.035301
5013.092763,1428,9632.743577
1468.446712,1428,9644.36144
3159.208769,1428,9656.060137
1280.933904,1428,9667.684677
2227.252559,1428,9679.315073
3474.025747,1428,9690.900215
2581.540624,1428,9702.639525
3848.487629,1428,9714.347935
3161.545342,1428,9726.029039
1629.30283,1428,9737.569122
4322.354818,1428,9749.217854
4668.183233,1428,9760.873552
1816.884158,1428,9772.491117
3849.441946,1428,9784.174284
1175.590008,1428,9795.750563
1762.208665,1428,9807.407832
3481.676458,1428,9819.109614
4509.516807,1428,9830.746984
2875.565297,1428,9842.381128
3281.388459,1428,9854.026951
4856.412226,1428,9865.687178
1739.738995,1428,9877.242428
3982.563018,1428,9888.820772
2024.370484,1428,9900.426008
455.631653,1428,9912.039739
3546.844413,1428,9923.789897
2126.664604,1428,9935.478542
1837.723019,1428,9947.073774
4507.02572,1428,9958.691556
-44.589174,1428,9970.2358
1013.324483,1428,9981.846434
2170.535779,1428,9993.466397
3460.936847,1428,10005.08199
5457.889081,1428,10016.739806
3459.078819,1428,10028.365709
2139.974643,1428,10039.96893
1491.801159,1428,10051.592958
1661.850477,1428,10063.221169
3922.544973,1428,10074.828451
2295.574509,1428,10086.495379
576.780448,1428,10098.111568
1672.698192,1428,10109.682308
4957.410106,1428,10121.300008
3627.379167,1428,10132.858806
4968.812483,1428,10144.486349
2646.174626,1428,10156.033332
4787.208372,1428,10167.686243
3640.429515,1428,10179.254239
696.580026,1428,10190.873183
2271.225214,1428,10202.531677
2993.06573,1428,10214.163333
3412.801876,1428,10225.803844
3328.430134,1428,10237.385504
3016.851864,1428,10248.971316
3403.238826,1428,10260.562794
1753.878843,1428,10272.212122
1441.025271,1428,10283.834746
4934.240506,1428,10295.455457
2986.159413,1428,10307.124823
806.356409,1428,10318.765158
4764.779173,1428,10330.361832
588.249901,1428,10342.034652
3798.381173,1428,10353.566652
1593.213298,1428,10365.168044
1955.725279,1428,10376.821883
2979.856626,1428,10388.405987
2901.180561,1428,10400.020514
2303.311233,1428,10411.679503
2616.380681,1428,10423.280816
3843.817717,1428,10434.878651
3356.824999,1428,10446.426975
1657.809031,1428,10457.959695
4102.43529,1428,10469.543271
3698.932124,1428,10481.142102
1732.813908,1428,10492.713817
2858.806327,1428,10504.290064
2175.323042,1428,10515.84383
1812.796226,1428,10527.454679
2601.210454,1428,10538.999725
3034.798824,1428,10550.607098
2345.338487,1428,10562.191112
830.875532,1428,10573.909991
2762.292317,1428,10585.615541
3439.438782,1428,10597.19785
1564.123625,1428,10608.833397
2495.759607,1428,10620.354823
2773.357188,1428,10631.971074
3561.144428,1428,10643.639127
3612.370295,1428,10655.237274
5202.380607,1428,10666.82015
2356.255285,1428,10678.383852
2827.935769,1428,10689.993166
3222.651267,1428,10701.569834
3196.33204,1428,10713.167414
3744.039826,1428,10724.776581
2033.192617,1428,10736.499026
4889.55625,1428,10748.071321
4045.346139,1428,10759.631964
2088.856642,1428,10771.193391
4064.471507,1428,10782.629567
2676.332334,1428,10794.116322
3036.929739,1428,10805.589276
3245.414353,1428,10817.140048
2798.871328,1428,10828.60987
3644.004507,1428,10839.942514
2390.721238,1428,10851.313727
3222.688148,1428,10862.870739
3817.2177,1428,10874.315386
3133.13898,1428,10885.815278
3802.294953,1428,10897.276521
2035.866581,1428,10908.751238
1787.892746,1428,10920.233245
2312.857922,1428,10931.6614
2248.450825,1428,10943.048581
2956.101031,1428,10954.466883
2892.701854,1428,10965.834815
1443.418218,1428,10977.303001
1812.698388,1428,10988.755146
2890.571275,1428,11000.27683
2269.038153,1428,11011.703846
1989.66637,1428,11023.151548
2995.882377,1428,11034.664126
1902.772946,1428,11046.082334
